keyword,avg_monthly_searches,searches_past_months
ai reporter,320,"[90, 90, 140, 110, 70, 140, 210, 320, 320, 390, 320, 320, 390, 390, 320, 390, 390, 320, 390, 390, 480, 390, 390, 320, 320, 260, 260, 320, 260, 210, 320, 320, 390, 390, 390, 590, 390, 260, 320, 480, 320, 260, 260, 320, 320, 320, 260, 210]"
ai entrepreneur,320,"[40, 20, 30, 50, 50, 50, 170, 140, 110, 170, 210, 170, 170, 170, 140, 140, 170, 210, 260, 210, 260, 210, 210, 210, 210, 260, 210, 140, 170, 210, 260, 320, 320, 260, 260, 260, 260, 320, 320, 260, 260, 210, 210, 260, 1000, 260, 260, 260]"
ai systems engineer,260,"[10, 10, 10, 10, 10, 10, 10, 30, 40, 40, 40, 50, 50, 50, 70, 50, 70, 50, 70, 110, 70, 70, 110, 70, 90, 90, 70, 90, 110, 170, 210, 170, 170, 210, 170, 140, 140, 260, 170, 170, 210, 210, 320, 320, 480, 390, 390, 390]"
ai journalist,260,"[90, 110, 140, 170, 110, 320, 320, 390, 390, 480, 480, 320, 390, 390, 320, 390, 480, 390, 480, 390, 480, 590, 390, 260, 260, 260, 390, 390, 320, 260, 320, 320, 320, 390, 320, 320, 210, 260, 260, 390, 320, 260, 210, 260, 320, 260, 210, 170]"
ai ethics specialist,260,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 20, 20, 10, 20, 30, 30, 30, 30, 30, 30, 40, 40, 50, 50, 50, 70, 50, 110, 90, 90, 110, 110, 140, 170, 210, 320, 320, 390, 390, 390, 320, 260, 320, 320, 260, 210, 170, 70]"
ai software developer,260,"[70, 70, 40, 50, 40, 70, 70, 90, 90, 110, 140, 110, 110, 140, 90, 90, 170, 140, 170, 170, 720, 480, 390, 390, 1300, 1000, 390, 720, 880, 590, 720, 480, 480, 480, 480, 390, 260, 390, 480, 260, 170, 170, 210, 210, 480, 320, 210, 210]"
ai champion,260,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 30, 30, 30, 20, 40, 50, 30, 40, 70, 70, 50, 90, 70, 70, 70, 70, 70, 140, 70, 70, 140, 140, 140, 140, 140, 170, 170, 210, 210, 260, 210, 210, 260, 260, 320, 390, 390, 320]"
ai program manager,260,"[10, 10, 10, 10, 10, 10, 40, 20, 20, 30, 50, 50, 90, 110, 110, 110, 110, 70, 110, 110, 140, 170, 140, 110, 110, 170, 140, 170, 140, 110, 210, 210, 210, 210, 260, 260, 260, 260, 210, 260, 170, 170, 320, 210, 320, 260, 210, 260]"
llm prompt engineer,260,"[10, 10, 10, 10, 10, 10, 20, 70, 110, 260, 320, 320, 320, 320, 320, 320, 320, 320, 390, 390, 390, 390, 480, 390, 320, 260, 320, 320, 260, 260, 320, 390, 390, 320, 320, 320, 320, 260, 320, 260, 210, 170, 210, 170, 210, 260, 260, 260]"
ai moderator,260,"[40, 30, 20, 20, 30, 50, 40, 70, 70, 70, 90, 90, 90, 110, 70, 70, 110, 90, 110, 110, 110, 110, 110, 70, 90, 90, 110, 140, 110, 170, 170, 170, 210, 210, 210, 210, 320, 260, 390, 260, 320, 320, 320, 210, 260, 260, 260, 210]"
agent engineer,260,"[20, 20, 20, 10, 20, 20, 20, 40, 10, 30, 20, 70, 20, 40, 30, 50, 30, 40, 70, 30, 40, 50, 50, 50, 90, 50, 70, 70, 70, 70, 110, 140, 210, 140, 170, 260, 210, 210, 170, 210, 140, 260, 260, 260, 320, 320, 320, 320]"
agentic ai engineer,260,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 20, 40, 70, 110, 140, 140, 170, 260, 170, 170, 140, 210, 260, 390, 390, 480, 390]"
ai data specialist,210,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 10, 20, 40, 50, 20, 30, 70, 40, 50, 50, 50, 70, 70, 70, 90, 90, 90, 70, 70, 260, 320, 320, 170, 390, 320, 110, 110, 170, 110]"
ai agent developer,210,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 10, 30, 30, 50, 90, 170, 170, 210, 260, 260, 260, 260, 260, 590, 210, 140, 170, 140, 210, 260, 170, 170, 140]"
ai platform engineer,210,"[10, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20, 10, 10, 10, 10, 30, 10, 20, 30, 40, 40, 20, 40, 30, 40, 30, 40, 50, 70, 70, 90, 110, 90, 140, 170, 110, 170, 140, 140, 170, 260, 320, 320, 390, 390]"
ai content strategist,210,"[10, 10, 10, 10, 10, 10, 50, 20, 50, 90, 70, 40, 40, 90, 90, 70, 50, 70, 50, 90, 110, 90, 70, 90, 90, 110, 90, 110, 170, 170, 170, 170, 260, 210, 260, 170, 140, 140, 480, 170, 140, 110, 110, 140, 320, 170, 210, 170]"
ai agent engineer,210,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 10, 10, 30, 30, 50, 110, 140, 110, 140, 170, 140, 170, 210, 110, 170, 110, 140, 210, 210, 260, 260, 320, 210]"
ai product engineer,210,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 10, 40, 20, 10, 10, 20, 20, 20, 10, 30, 40, 40, 30, 30, 50, 50, 50, 40, 50, 70, 90, 90, 90, 110, 140, 110, 170, 140, 110, 140, 90, 210, 210, 320, 260, 320, 260]"
forward deployed ai engineer,210,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 20, 40, 50, 40, 70, 40, 50, 90, 70, 110, 140, 110, 140, 140, 140, 110, 140, 140, 320, 320, 480, 590]"
ai systems architect,210,"[10, 20, 10, 20, 10, 10, 20, 20, 10, 20, 40, 20, 40, 40, 40, 40, 40, 40, 70, 90, 70, 50, 50, 50, 50, 50, 30, 70, 50, 70, 90, 90, 70, 110, 110, 110, 90, 110, 170, 170, 110, 110, 170, 210, 590, 320, 260, 210]"
generative ai engineer,210,"[0, 0, 0, 0, 0, 0, 0, 0, 20, 50, 70, 70, 110, 140, 90, 140, 140, 140, 170, 210, 260, 170, 260, 210, 170, 170, 260, 260, 210, 210, 320, 210, 210, 260, 260, 260, 210, 260, 210, 210, 170, 170, 260, 210, 260, 210, 170, 210]"
head of ai,210,"[40, 30, 40, 30, 30, 30, 50, 50, 50, 50, 140, 90, 260, 110, 110, 90, 170, 210, 140, 140, 170, 140, 110, 140, 110, 110, 140, 140, 110, 260, 260, 170, 140, 140, 170, 140, 170, 210, 260, 170, 170, 260, 170, 210, 210, 260, 170, 170]"
ai lead,210,"[30, 30, 40, 30, 30, 50, 70, 90, 70, 90, 90, 90, 90, 110, 110, 110, 140, 90, 210, 110, 260, 260, 590, 1000, 1900, 1600, 1600, 1900, 1300, 1900, 1300, 320, 260, 260, 210, 210, 210, 210, 320, 210, 170, 210, 210, 210, 260, 210, 210, 170]"
ai evangelist,210,"[20, 30, 30, 20, 10, 20, 30, 30, 40, 50, 70, 50, 90, 50, 40, 50, 70, 70, 70, 90, 110, 140, 110, 70, 50, 70, 70, 90, 90, 70, 90, 110, 110, 110, 140, 140, 170, 170, 210, 140, 170, 140, 170, 390, 320, 320, 320, 260]"
junior ai engineer,170,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 20, 20, 30, 30, 20, 20, 30, 30, 30, 30, 30, 40, 50, 70, 50, 40, 50, 50, 70, 50, 50, 70, 50, 90, 110, 110, 110, 140, 210, 170, 140, 110, 110, 210, 170, 210, 170, 210, 210]"
director of ai,170,"[90, 50, 50, 50, 20, 50, 50, 40, 70, 90, 90, 110, 110, 90, 70, 90, 90, 90, 110, 110, 110, 110, 90, 110, 110, 140, 140, 90, 110, 140, 170, 170, 210, 210, 320, 170, 170, 210, 170, 140, 140, 110, 140, 170, 210, 210, 170, 260]"
ai spokesperson,170,"[70, 70, 110, 70, 140, 140, 170, 210, 210, 260, 210, 170, 210, 210, 260, 210, 260, 170, 210, 210, 210, 320, 260, 260, 210, 210, 170, 210, 260, 170, 260, 260, 480, 320, 260, 170, 110, 140, 320, 320, 210, 170, 170, 90, 170, 90, 110, 50]"
ai content moderator,170,"[50, 50, 70, 90, 110, 110, 140, 140, 140, 170, 170, 110, 110, 170, 170, 170, 210, 140, 210, 260, 210, 210, 170, 140, 140, 140, 210, 210, 210, 210, 260, 260, 260, 210, 210, 210, 170, 210, 140, 110, 90, 140, 140, 170, 320, 170, 140, 170]"
ai interview coach,170,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 170, 110, 170, 40, 50, 40, 30, 90, 70, 70, 50, 110, 90, 50, 50, 70, 170, 90, 70, 90, 110, 140, 170, 140, 140, 140, 110, 210, 110, 110, 110, 140, 170, 320, 320, 260, 210]"
enterprise ai architect,170,"[10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20, 30, 20, 40, 20, 20, 20, 20, 50, 50, 50, 50, 70, 70, 110, 110, 140, 90, 70, 110, 720, 260, 110, 50, 50, 90, 170, 140, 110, 170]"
ai security specialist,170,"[20, 30, 30, 10, 10, 10, 30, 10, 10, 10, 10, 20, 10, 30, 20, 30, 30, 20, 50, 40, 40, 30, 30, 40, 40, 40, 40, 40, 40, 30, 40, 20, 30, 50, 70, 40, 50, 70, 70, 50, 70, 90, 210, 110, 110, 480, 480, 90]"
ai research engineer,170,"[10, 30, 30, 40, 30, 10, 40, 50, 50, 170, 320, 210, 140, 110, 90, 70, 70, 90, 70, 90, 90, 90, 140, 170, 110, 140, 140, 140, 140, 140, 110, 110, 140, 170, 140, 170, 210, 260, 110, 110, 110, 90, 110, 140, 170, 210, 170, 170]"
senior ai engineer,170,"[10, 10, 20, 10, 10, 10, 10, 10, 10, 10, 10, 20, 20, 50, 10, 20, 20, 30, 20, 30, 20, 30, 30, 40, 40, 40, 50, 40, 70, 50, 90, 70, 50, 260, 110, 110, 170, 170, 140, 140, 140, 110, 170, 170, 210, 210, 210, 260]"
full stack ai engineer,140,"[10, 10, 0, 10, 0, 0, 10, 10, 10, 0, 0, 10, 20, 10, 10, 10, 20, 20, 20, 20, 30, 10, 10, 30, 20, 40, 30, 40, 30, 40, 50, 50, 70, 70, 50, 70, 90, 140, 140, 140, 110, 140, 140, 110, 170, 140, 110, 140]"
ai scrum master,140,"[10, 10, 10, 10, 10, 10, 20, 30, 50, 70, 140, 110, 110, 110, 110, 90, 90, 70, 90, 90, 110, 140, 110, 110, 50, 70, 70, 140, 110, 70, 110, 170, 210, 170, 170, 170, 140, 140, 170, 140, 110, 140, 140, 140, 170, 110, 110, 90]"
ai patent attorney,140,"[70, 50, 50, 70, 70, 40, 50, 50, 40, 50, 50, 90, 50, 50, 30, 50, 70, 40, 50, 50, 50, 50, 70, 50, 110, 70, 90, 70, 40, 40, 170, 90, 90, 70, 50, 70, 170, 140, 90, 140, 110, 210, 170, 140, 170, 110, 70, 70]"
ai model evaluator,140,"[10, 10, 10, 10, 20, 10, 10, 10, 10, 20, 10, 20, 20, 10, 10, 10, 30, 20, 20, 40, 30, 30, 70, 70, 40, 40, 50, 70, 50, 70, 70, 50, 90, 70, 50, 90, 70, 140, 70, 110, 70, 90, 90, 110, 320, 140, 170, 140]"
ai solutions consultant,140,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20, 20, 30, 30, 40, 30, 30, 40, 20, 70, 70, 50, 50, 140, 260, 320, 260, 210, 110, 110, 90, 480, 110, 70, 70, 110, 110, 140, 90, 110, 170]"
ai insurance agent,140,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 50, 30, 30, 30, 40, 30, 20, 40, 30, 30, 50, 30, 40, 90, 90, 50, 50, 40, 90, 90, 90, 110, 140, 140, 110, 110, 110, 170, 90, 110, 140, 170, 170, 210, 110, 90, 110]"
ai financial analyst,140,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 20, 40, 30, 30, 30, 20, 20, 40, 30, 30, 30, 70, 90, 50, 70, 70, 70, 210, 320, 90, 140, 210, 170, 170, 170, 170, 170, 170, 170, 210, 140, 90, 90, 90, 110, 210, 170, 110, 70]"
ai content editor,140,"[10, 10, 10, 10, 10, 20, 50, 70, 70, 90, 90, 70, 210, 260, 110, 210, 70, 110, 110, 170, 140, 140, 260, 170, 140, 140, 110, 90, 140, 210, 320, 260, 320, 260, 260, 170, 90, 110, 320, 140, 110, 140, 140, 110, 210, 110, 140, 110]"
ai ambassador,140,"[10, 10, 20, 10, 10, 10, 20, 20, 30, 10, 10, 20, 20, 20, 20, 30, 10, 40, 30, 30, 40, 40, 50, 70, 30, 30, 40, 30, 50, 40, 50, 50, 90, 70, 90, 90, 70, 70, 260, 210, 140, 110, 140, 110, 260, 170, 140, 110]"
ai product designer,140,"[10, 10, 10, 10, 10, 20, 30, 20, 30, 70, 70, 50, 70, 70, 70, 70, 90, 90, 90, 70, 90, 140, 110, 90, 110, 90, 90, 70, 90, 90, 140, 140, 260, 210, 210, 110, 110, 110, 210, 140, 110, 110, 140, 110, 170, 110, 110, 140]"
ai implementation specialist,140,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 10, 20, 10, 10, 10, 10, 10, 10, 10, 20, 20, 40, 20, 50, 50, 50, 50, 70, 50, 50, 50, 90, 90, 110, 90, 90, 70, 90, 110, 210, 210, 210, 260, 260]"
ai sales engineer,110,"[0, 0, 0, 0, 0, 0, 0, 0, 20, 50, 40, 10, 30, 20, 20, 30, 30, 20, 30, 30, 70, 90, 70, 70, 90, 110, 110, 90, 110, 90, 140, 140, 170, 110, 170, 90, 140, 110, 90, 70, 70, 90, 90, 140, 110, 90, 90, 170]"
ai instructor,110,"[20, 30, 50, 30, 30, 30, 70, 50, 70, 50, 50, 40, 50, 40, 50, 50, 40, 30, 70, 70, 90, 50, 70, 140, 50, 70, 90, 110, 90, 70, 110, 140, 140, 110, 140, 70, 140, 110, 110, 110, 90, 70, 110, 90, 110, 110, 110, 70]"
rag engineer,110,"[10, 10, 10, 10, 10, 20, 10, 20, 10, 10, 10, 10, 10, 10, 30, 30, 40, 30, 50, 70, 50, 50, 50, 40, 70, 90, 50, 90, 50, 40, 90, 90, 90, 90, 70, 90, 90, 90, 90, 90, 90, 70, 90, 140, 110, 140, 110, 140]"
ai photographer,110,"[10, 10, 20, 20, 20, 40, 70, 90, 170, 210, 170, 170, 140, 110, 90, 90, 110, 210, 110, 140, 110, 110, 90, 90, 90, 70, 110, 90, 110, 90, 110, 140, 140, 140, 140, 90, 90, 90, 110, 140, 140, 140, 140, 110, 110, 90, 70, 70]"
ai career counselor,110,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 20, 20, 10, 10, 10, 10, 30, 30, 30, 30, 20, 40, 20, 20, 20, 30, 50, 40, 30, 30, 50, 40, 30, 40, 70, 110, 70, 140, 140, 140, 210, 140, 140, 110]"
ai qa engineer,110,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 20, 30, 20, 30, 10, 10, 20, 10, 20, 30, 40, 50, 30, 30, 30, 40, 50, 50, 30, 40, 70, 90, 90, 110, 110, 110, 110, 70, 90, 70, 50, 50, 90, 110, 170, 170, 110, 110]"
clinical ai specialist,110,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 20, 10, 10, 20, 20, 20, 10, 10, 20, 20, 20, 30, 50, 30, 40, 40, 50, 90, 110, 320, 320, 170, 140]"
ai insurance broker,110,"[10, 0, 10, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 30, 20, 20, 30, 30, 20, 30, 20, 20, 20, 20, 40, 10, 50, 50, 40, 50, 40, 40, 40, 50, 50, 50, 70, 50, 70, 90, 320, 140, 170, 140, 90]"
principal ai engineer,90,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 20, 10, 20, 10, 20, 10, 10, 10, 10, 20, 30, 10, 30, 30, 40, 30, 40, 40, 40, 30, 20, 50, 40, 70, 70, 40, 50, 70, 90, 50, 50, 70, 90, 110, 110, 110, 140, 140, 110]"
ai educator,90,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 20, 40, 20, 30, 50, 40, 50, 50, 40, 70, 70, 50, 110, 70, 50, 50, 50, 70, 50, 50, 50, 50, 70, 70, 90, 90, 70, 40, 90, 90, 90, 50, 70, 70, 90, 110, 70, 140, 70]"
ai training specialist,90,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 10, 10, 10, 20, 20, 20, 10, 20, 10, 10, 10, 30, 10, 20, 20, 10, 20, 30, 40, 50, 90, 70, 70, 40, 40, 50, 70, 90, 210, 210, 140]"
genai engineer,90,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 20, 10, 30, 50, 50, 30, 40, 40, 70, 90, 70, 70, 110, 50, 90, 70, 70, 90, 140, 140, 110, 110, 90, 90, 90, 90, 110, 110, 110, 90, 90, 90]"
ai security architect,90,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 20, 30, 10, 20, 30, 30, 20, 50, 70, 30, 50, 50, 40, 50, 90, 70, 90, 70, 70, 110, 110, 110, 110, 110, 90]"
ai ethics officer,90,"[0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 20, 10, 20, 10, 10, 10, 10, 30, 30, 30, 40, 50, 50, 50, 50, 110, 70, 70, 50, 90, 50, 50, 70, 70, 70, 70, 110, 110, 140, 110, 90, 90, 70, 70, 50, 30, 20]"
ai marketing specialist,90,"[0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 10, 10, 30, 10, 20, 10, 30, 30, 20, 40, 30, 20, 30, 50, 50, 30, 50, 40, 30, 30, 70, 50, 50, 50, 50, 50, 50, 70, 50, 50, 40, 70, 50, 50, 110, 260, 90]"
ai grant writer,90,"[10, 10, 10, 10, 10, 20, 50, 70, 70, 50, 90, 70, 70, 50, 70, 140, 50, 90, 140, 140, 140, 170, 140, 140, 140, 140, 170, 210, 260, 170, 210, 140, 140, 110, 90, 90, 90, 110, 110, 140, 110, 70, 110, 90, 90, 110, 70, 90]"
ai systems integrator,90,"[10, 10, 10, 10, 20, 30, 20, 10, 30, 20, 10, 20, 10, 20, 20, 20, 10, 20, 20, 10, 20, 10, 10, 40, 30, 20, 40, 30, 40, 30, 90, 110, 140, 70, 70, 50, 40, 70, 170, 90, 40, 50, 50, 90, 70, 70, 140, 70]"
ai red teamer,90,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 10, 10, 20, 40, 30, 40, 20, 40, 40, 40, 50, 70, 70, 40, 140, 110, 110, 90, 90, 110]"
ai creative director,70,"[10, 10, 10, 10, 10, 10, 10, 20, 10, 30, 40, 20, 20, 30, 10, 20, 20, 20, 30, 20, 20, 20, 20, 10, 30, 10, 20, 30, 10, 20, 30, 50, 20, 30, 20, 50, 30, 50, 70, 50, 70, 50, 90, 110, 110, 110, 110, 110]"
applied ai scientist,70,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20, 10, 10, 10, 10, 20, 40, 20, 10, 20, 20, 20, 10, 20, 20, 20, 30, 320, 170, 30, 20, 30, 40, 50, 40, 40, 20]"
ai ops engineer,70,"[10, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 10, 20, 10, 10, 10, 10, 10, 20, 10, 10, 10, 10, 10, 10, 10, 20, 10, 10, 10, 10, 20, 10, 10, 50, 40, 50, 40, 50, 50, 40, 70, 110, 110, 110, 90]"
ai operations manager,70,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 20, 20, 30, 20, 20, 20, 20, 20, 10, 10, 20, 30, 20, 20, 40, 30, 50, 40, 40, 30, 40, 90, 70, 90, 90, 70, 110]"
ai property manager,70,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 10, 20, 10, 20, 20, 10, 30, 20, 30, 30, 40, 30, 40, 30, 40, 30, 40, 40, 70, 50, 70, 50, 50, 90, 70, 70, 50, 70, 70, 70, 70, 70, 70, 70, 50, 70]"
ai chatbot developer,70,"[10, 10, 10, 10, 10, 10, 20, 10, 20, 20, 30, 10, 20, 10, 30, 20, 30, 30, 40, 70, 10, 10, 20, 20, 30, 30, 40, 90, 40, 40, 40, 50, 70, 90, 70, 50, 90, 110, 170, 40, 30, 40, 70, 90, 110, 40, 50, 40]"
ai robotics engineer,70,"[10, 10, 10, 10, 10, 10, 20, 10, 10, 10, 20, 20, 20, 20, 20, 30, 30, 30, 20, 30, 40, 30, 40, 40, 30, 40, 40, 40, 70, 40, 40, 50, 50, 70, 50, 50, 50, 50, 70, 70, 70, 40, 90, 50, 90, 90, 70, 70]"
ai policy analyst,70,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 20, 20, 20, 20, 10, 10, 10, 10, 30, 40, 30, 30, 40, 20, 40, 40, 40, 40, 50, 40, 40, 50, 50, 40, 70, 70, 90, 110, 70, 50, 50, 70, 70, 90, 90, 40]"
ai full stack developer,70,"[20, 20, 10, 10, 20, 10, 10, 10, 30, 20, 30, 30, 20, 10, 10, 30, 40, 20, 30, 40, 50, 40, 30, 30, 30, 30, 40, 40, 50, 50, 50, 50, 70, 90, 50, 70, 50, 70, 50, 50, 260, 50, 70, 50, 50, 40, 70, 70]"
ai integration engineer,70,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20, 20, 20, 20, 20, 50, 70, 20, 20, 20, 20, 40, 70, 50, 50, 70, 50, 50, 30, 40, 50, 50, 70, 90, 90, 110, 90]"
generative ai specialist,70,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 20, 50, 50, 20, 10, 20, 20, 40, 30, 40, 40, 50, 50, 50, 30, 50, 50, 50, 70, 70, 40, 70, 30, 30, 70, 90, 110, 110, 140, 70, 50, 70, 50, 50, 50, 40, 50]"
ai devops engineer,70,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20, 10, 20, 10, 10, 10, 20, 10, 40, 20, 20, 30, 40, 20, 20, 10, 20, 20, 40, 30, 50, 30, 40, 20, 50, 40, 70, 70, 140, 50, 40, 70, 30, 50, 50, 70, 50, 50]"
ai ethics researcher,70,"[10, 10, 10, 10, 10, 10, 10, 10, 30, 20, 10, 10, 10, 10, 10, 10, 20, 10, 10, 20, 10, 20, 20, 20, 10, 10, 10, 20, 10, 10, 10, 30, 30, 20, 30, 30, 30, 50, 50, 50, 70, 50, 90, 140, 90, 110, 90, 70]"
associate ai engineer,70,"[0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20, 10, 10, 20, 20, 10, 10, 10, 30, 20, 30, 40, 40, 40, 30, 70, 50, 50, 40, 50, 70, 50, 70, 50, 90, 110]"
ai network engineer,70,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 30, 20, 30, 10, 20, 20, 20, 20, 40, 30, 20, 30, 70, 20, 40, 50, 50, 30, 40, 70, 40, 50, 40, 70, 40, 70, 50, 50, 40, 50, 50, 50, 50, 90, 70, 90, 70]"
ai hardware engineer,70,"[10, 10, 10, 10, 10, 10, 10, 10, 20, 20, 20, 40, 10, 10, 20, 20, 10, 30, 40, 30, 50, 40, 30, 20, 20, 20, 40, 30, 20, 70, 70, 70, 70, 70, 50, 70, 90, 70, 50, 50, 50, 30, 70, 70, 70, 90, 70, 70]"
ai support specialist,70,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 20, 20, 20, 30, 20, 10, 20, 30, 30, 50, 70, 70, 70, 70, 90, 110, 70, 70, 70, 90, 70]"
ai for social good program manager,70,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 590, 170]"
generative ai research scientist,70,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 590, 210, 10, 10, 10, 10, 20, 10, 10, 10, 10]"
ai deployment manager,50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 30, 10, 20, 70, 70, 110, 90, 70, 140]"
staff ai engineer,50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 50, 70, 30, 10, 10, 10, 20, 10, 40, 30, 40, 30, 40, 40, 30, 30, 50, 50, 70, 70, 40, 70]"
ai compliance officer,50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 20, 10, 30, 10, 10, 20, 20, 20, 20, 30, 20, 10, 20, 20, 20, 20, 20, 20, 40, 30, 30, 40, 50, 50, 70, 90, 40, 50, 70, 40, 50, 70, 40, 30]"
ai character designer,50,"[10, 10, 20, 20, 20, 30, 40, 30, 50, 50, 40, 70, 70, 70, 50, 70, 50, 70, 70, 70, 70, 90, 90, 70, 50, 50, 70, 50, 50, 70, 110, 50, 70, 50, 90, 50, 50, 50, 50, 50, 70, 50, 50, 40, 50, 50, 40, 40]"
ai product analyst,50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 30, 30, 30, 20, 40, 30, 40, 50, 70, 40, 30, 50, 40, 40, 70, 50, 70, 70, 70, 70]"
ai portfolio manager,50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 30, 20, 10, 20, 10, 10, 10, 20, 20, 30, 20, 30, 20, 10, 20, 10, 30, 20, 20, 20, 30, 30, 50, 30, 50, 40, 50, 40, 50, 40, 30, 70, 50, 70, 90, 50, 50]"
ai video producer,50,"[0, 10, 10, 0, 10, 0, 0, 30, 10, 20, 20, 20, 20, 10, 10, 20, 20, 20, 40, 40, 30, 30, 20, 30, 20, 50, 40, 50, 40, 40, 40, 40, 30, 50, 50, 70, 50, 70, 40, 50, 40, 40, 50, 50, 50, 70, 40, 70]"
ai engineering manager,50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 20, 10, 10, 20, 10, 20, 10, 20, 10, 20, 40, 40, 30, 20, 20, 20, 20, 20, 20, 20, 30, 40, 30, 40, 40, 40, 70, 50, 40, 50, 50, 30, 40, 30, 50, 70, 70, 50]"
