Job Title,Category,Seniority Level,Domain Focus,Sources,Source Count,keyword
AI Landing Page Specialist,Web Design,,,claude_web,1,ai landing page specialist
AI Lawyer,Legal & Professional,Senior,Legal Research Automation,expanded;gemini,2,ai lawyer
AI Lead,,,,expanded,1,ai lead
AI Leadership Development Program Manager,Leadership,,,claude_web,1,ai leadership development program manager
AI Lean Specialist,Lean Management,,,claude_web,1,ai lean specialist
AI Learning Coordinator,Organizational Learning,,,claude_web,1,ai learning coordinator
AI Learning Specialist,Learning & Development,,,claude_web,1,ai learning specialist
AI Lease Manager,Leasing,,,claude_web,1,ai lease manager
AI Legal Consultant,Legal & Professional,Senior,Regulatory Compliance Advice,gemini,1,ai legal consultant
AI Legal Counsel,Legal,,,claude_web;expanded,2,ai legal counsel
AI Legal Educator,,,,expanded,1,ai legal educator
AI LGBTQ+ in AI Coordinator,Diversity,,,claude_web,1,ai lgbtq in ai coordinator
AI Library Developer,Software Libraries,,,claude_web,1,ai library developer
AI Licensing Manager,Licensing,,,claude_web,1,ai licensing manager
AI Life Coach,Coaching,,,claude_web,1,ai life coach
AI Lifecycle Management Coordinator,Lifecycle,,,claude_web,1,ai lifecycle management coordinator
AI Lighting Technician,Lighting,,,claude_web,1,ai lighting technician
AI Literacy Lead,,,,expanded,1,ai literacy lead
AI Load Balancer Administrator,Infrastructure,,,claude_web,1,ai load balancer administrator
AI Load Balancing Engineer,Infrastructure,,,claude_web,1,ai load balancing engineer
AI Localization Engineer,Localization,,,claude_web,1,ai localization engineer
AI Location Manager,Locations,,,claude_web,1,ai location manager
AI Log Analysis Specialist,Log Analysis,,,claude_web,1,ai log analysis specialist
AI Logging Engineer,Logging,,,claude_web,1,ai logging engineer
AI Logistics Manager,Logistics,,,claude_web,1,ai logistics manager
AI Maintenance Optimization Engineer,Maintenance,,,claude_web,1,ai maintenance optimization engineer
AI Major Gifts Officer,Fundraising,,,claude_web,1,ai major gifts officer
AI Makeup Artist,Makeup,,,claude_web,1,ai makeup artist
AI Manager,,,,expanded,1,ai manager
AI Market Research Analyst,Emerging Roles,,,original,1,ai market research analyst
AI Market Researcher,Market Research,,,claude_web,1,ai market researcher
AI Marketing Analyst,Creative,,,claude_web,1,ai marketing analyst
AI Marketing Manager,Creative,,,claude_web,1,ai marketing manager
AI Marketing Specialist,Creative,,,claude_web,1,ai marketing specialist
AI Marketing Strategist,Creative,,,claude_web,1,ai marketing strategist
AI Mastering Engineer,Audio Engineering,,,claude_web,1,ai mastering engineer
AI Medical Imaging Specialist,Healthcare & Medicine,Senior,Radiology & Diagnostics AI,gemini,1,ai medical imaging specialist
AI Mentorship Coordinator,Mentorship,,,claude_web,1,ai mentorship coordinator
AI Mentorship Program Manager,Mentorship,,,claude_web,1,ai mentorship program manager
AI Metering Specialist,Metering,,,claude_web,1,ai metering specialist
AI Migration Specialist,Migration,,,claude_web,1,ai migration specialist
AI Minority in AI Coordinator,Diversity,,,claude_web,1,ai minority in ai coordinator
AI Mixing Engineer,Audio Engineering,,,claude_web,1,ai mixing engineer
AI ML Delivery Lead,,,,expanded,1,ai ml delivery lead
AI ML Systems Engineer,,,,expanded,1,ai ml systems engineer
AI Mobile Security Specialist,Mobile Security,,,claude_web,1,ai mobile security specialist
AI Model Evaluator,Data & Human Alignment,Entry-Mid,RLHF & Response Ranking,gemini,1,ai model evaluator
AI Model Lifecycle Manager,Model Management,,,claude_web,1,ai model lifecycle manager
AI Model Registry Engineer,Model Management,,,claude_web,1,ai model registry engineer
AI Model Validator,Governance/Safety/Ethics,,,claude_web,1,ai model validator
AI Moderator,,,,expanded,1,ai moderator
AI Monitoring Engineer,Monitoring/Observability,,,claude_web,1,ai monitoring engineer
AI Motion Graphics Designer,Motion Graphics,,,claude_web,1,ai motion graphics designer
AI Multivariate Testing Specialist,Testing,,,claude_web,1,ai multivariate testing specialist
AI Music Producer,Music Production,,,claude_web,1,ai music producer
AI Network Administrator,Networking,,,claude_web,1,ai network administrator
AI Network Architect,Network Architecture,,,claude_web,1,ai network architect
AI Network Engineer,Networking,,,claude_web,1,ai network engineer
AI Network Security Engineer,Network Security,,,claude_web,1,ai network security engineer
AI Newsletter Editor,Content,,,claude_web,1,ai newsletter editor
AI Nominating Committee Chair,Governance,,,claude_web,1,ai nominating committee chair
AI Non-Profit Partnership Manager,Non-Profit,,,claude_web,1,ai non-profit partnership manager
AI Nurse,,,,expanded,1,ai nurse
AI Nursing Informatics Specialist,,,,expanded,1,ai nursing informatics specialist
AI Nursing Specialist,Healthcare & Medicine,Mid-Senior,Patient Care Workflow AI,gemini,1,ai nursing specialist
AI Nutritionist Consultant,Nutrition,,,claude_web,1,ai nutritionist consultant
AI Observability Engineer,Monitoring/Observability,,,claude_web,1,ai observability engineer
AI Occupational Health Specialist,Health & Safety,,,claude_web,1,ai occupational health specialist
AI Operations Analyst,,,,expanded,1,ai operations analyst
AI Operations Manager,Operations & Support,Manager,Infrastructure & Workflow Execution,claude_web;gemini;original,3,ai operations manager
AI Operator,Operations & Support,Entry-Mid,Computer-Use Automation,gemini,1,ai operator
AI Ops Engineer,MLOps/Infrastructure,,,claude_web;expanded,2,ai ops engineer
AI Ops Lead,,,,expanded,1,ai ops lead
AI Optimization Engineer,Performance,,,claude_web,1,ai optimization engineer
AI Oversight Committee Chair,Governance,,,claude_web,1,ai oversight committee chair
AI Oversight Committee Member,Oversight,,,claude_web,1,ai oversight committee member
AI Partner Manager,Partnerships,,,claude_web;expanded,2,ai partner manager
AI Partnership Manager,Partnerships,,,claude_web,1,ai partnership manager
AI Patch Management Specialist,Patching,,,claude_web,1,ai patch management specialist
AI Patent Attorney,Legal & Professional,Senior,Intellectual Property & Patents,gemini,1,ai patent attorney
AI Patent Specialist,Intellectual Property,,,claude_web,1,ai patent specialist
AI Payroll Manager,Payroll,,,claude_web,1,ai payroll manager
AI Peer Mentoring Coordinator,Mentorship,,,claude_web,1,ai peer mentoring coordinator
AI Penetration Tester,Security,,,claude_web,1,ai penetration tester
AI Pension Specialist,Pensions,,,claude_web,1,ai pension specialist
AI Perception Algorithm Engineer,,,,expanded,1,ai perception algorithm engineer
AI Performance Analyst,Quality & Testing,,,claude_web;original,2,ai performance analyst
AI Performance Auditor,Auditing,,,claude_web,1,ai performance auditor
AI Performance Engineer,Quality & Testing,,,claude_web;original,2,ai performance engineer
AI Person with Disabilities in AI Coordinator,Accessibility,,,claude_web,1,ai person with disabilities in ai coordinator
AI Personalization Analyst,,,,expanded,1,ai personalization analyst
AI Personalization Manager,Creative,,,claude_web,1,ai personalization manager
AI Philosopher,Governance & Ethics,Senior,Human Value Alignment,gemini,1,ai philosopher
AI Phishing Awareness Coordinator,Security Awareness,,,claude_web,1,ai phishing awareness coordinator
AI Photo Editor,Photo Editing,,,claude_web,1,ai photo editor
AI Photographer,Photography,,,claude_web,1,ai photographer
AI Pilot Program Manager,Pilots,,,claude_web,1,ai pilot program manager
AI Planned Giving Officer,Fundraising,,,claude_web,1,ai planned giving officer
AI Platform Engineer,Infrastructure & Operations,Senior,Internal Developer Platforms,claude_web;gemini;original,3,ai platform engineer
AI Platform Lead,MLOps/Infrastructure,,,claude_web,1,ai platform lead
AI Platform Leader,,,,expanded,1,ai platform leader
AI Platform Product Manager,,,,expanded,1,ai platform product manager
AI Podcast Audio Engineer,Audio Engineering,,,claude_web,1,ai podcast audio engineer
AI Podcast Producer,Podcasting,,,claude_web,1,ai podcast producer
AI Podcaster,Podcasting,,,claude_web,1,ai podcaster
AI Policy Analyst,Governance & Ethics,Mid-Senior,Regulatory Compliance,claude_web;expanded;gemini,3,ai policy analyst
AI Policy Director,Governance & Ethics,Director,Public Policy & Regulation,gemini,1,ai policy director
AI Policy Manager,Policy,,,claude_web;expanded,2,ai policy manager
AI Portfolio Manager,,,,expanded,1,ai portfolio manager
AI Post-Mortem Coordinator,Post-Incident Review,,,claude_web,1,ai post-mortem coordinator
AI Practice Delivery Lead,,,,expanded,1,ai practice delivery lead
AI Practice Lead,,,,expanded,1,ai practice lead
AI Pre-Sales Consultant,Pre-Sales,,,claude_web,1,ai pre-sales consultant
AI Predictive Maintenance Specialist,Predictive Maintenance,,,claude_web,1,ai predictive maintenance specialist
AI Press Officer,Media Relations,,,claude_web,1,ai press officer
AI Preventive Maintenance Coordinator,Maintenance,,,claude_web,1,ai preventive maintenance coordinator
AI Privacy Engineer,Governance/Safety/Ethics,,,claude_web;expanded,2,ai privacy engineer
AI Privacy Officer,Privacy,,,claude_web,1,ai privacy officer
AI Procedure Developer,Procedures,,,claude_web,1,ai procedure developer
AI Process Improvement Specialist,Process Improvement,,,claude_web,1,ai process improvement specialist
AI Procurement Manager,Procurement,,,claude_web,1,ai procurement manager
AI Procurement Specialist,Procurement,,,claude_web,1,ai procurement specialist
AI Producer,Production,,,claude_web,1,ai producer
AI Product Analyst,Emerging Roles,,,original,1,ai product analyst
AI Product Designer,,,,expanded,1,ai product designer
AI Product Engineer,,,,expanded,1,ai product engineer
AI Product Manager,Product & Program Management,Mid-Senior,AI Product Strategy,claude_web;gemini;original,3,ai product manager
AI Product Portfolio Manager,,,,expanded,1,ai product portfolio manager
AI Product Specialist,,,,expanded,1,ai product specialist
AI Product Support Specialist,,,,expanded,1,ai product support specialist
AI Production Assistant,Production,,,claude_web,1,ai production assistant
AI Production Coordinator,Production,,,claude_web,1,ai production coordinator
AI Production Designer,Design,,,claude_web,1,ai production designer
AI Production Manager,Production,,,claude_web,1,ai production manager
AI Profiling Engineer,Performance Analysis,,,claude_web,1,ai profiling engineer
AI Program Manager,Product & Program Management,Senior,Enterprise Rollouts,claude_web;expanded;gemini,3,ai program manager
AI Project Manager,Product & Program Management,Mid-Senior,AI Implementation,claude_web;expanded;gemini,3,ai project manager
AI Prompt Engineer,Core Technical Engineering,Mid,Prompt Optimization & Context,expanded;gemini,2,ai prompt engineer
AI Proof of Concept Manager,POC,,,claude_web,1,ai proof of concept manager
AI Property Manager,Property Management,,,claude_web,1,ai property manager
AI Props Master,Props,,,claude_web,1,ai props master
AI Provenance Engineer,Data Provenance,,,claude_web,1,ai provenance engineer
AI Proxy Administrator,Security,,,claude_web,1,ai proxy administrator
AI Public Relations Specialist,Public Relations,,,claude_web,1,ai public relations specialist
AI Purchasing Manager,Purchasing,,,claude_web,1,ai purchasing manager
AI Purple Team Lead,Purple Team,,,claude_web,1,ai purple team lead
AI QA Engineer,,,,expanded,1,ai qa engineer
AI Quality Assurance Engineer,Evaluation & Safety,Mid-Senior,System Output Reliability,gemini,1,ai quality assurance engineer
AI Quality Assurance Specialist,,,,expanded,1,ai quality assurance specialist
AI Quality Engineer,Quality & Testing,,,claude_web;original,2,ai quality engineer
AI Quality Manager,Quality Management,,,claude_web,1,ai quality manager
AI Quantitative Analyst,Finance & Fintech,Senior,Algorithmic Finance Models,gemini,1,ai quantitative analyst
AI Rater,,,,expanded,1,ai rater
AI Real Estate Agent,Real Estate,,,claude_web,1,ai real estate agent
AI Recruiting Coordinator,Recruiting,,,claude_web,1,ai recruiting coordinator
AI Recruiting Manager,Recruitment,,,claude_web,1,ai recruiting manager
AI Recycling Coordinator,Sustainability,,,claude_web,1,ai recycling coordinator
AI Red Team Engineer,Governance/Safety/Ethics,,,claude_web;expanded,2,ai red team engineer
AI Red Teamer,Evaluation & Safety,Senior,Adversarial Model Testing,claude_web;expanded;gemini,3,ai red teamer
AI Red Teaming Specialist,,,,expanded,1,ai red teaming specialist
AI Redundancy Engineer,Redundancy,,,claude_web,1,ai redundancy engineer
AI Reference Architecture Manager,Architecture,,,claude_web,1,ai reference architecture manager
AI Regulatory Affairs Manager,Compliance,,,claude_web,1,ai regulatory affairs manager
AI Release Engineer,DevOps,,,claude_web,1,ai release engineer
AI Release Manager,Release Management,,,claude_web,1,ai release manager
AI Reliability Auditor,Quality Assurance,,,claude_web,1,ai reliability auditor
AI Reliability Engineer,Infrastructure & Operations,Senior,Production SRE & Monitoring,claude_web;gemini;original,3,ai reliability engineer
AI Reporter,Journalism,,,claude_web,1,ai reporter
AI Reproducibility Engineer,Reproducibility,,,claude_web,1,ai reproducibility engineer
AI Reputation Manager,Reputation Management,,,claude_web,1,ai reputation manager
AI Requirements Analyst,Requirements,,,claude_web,1,ai requirements analyst
AI Requirements Gatherer,Requirements,,,claude_web,1,ai requirements gatherer
AI Research Analyst,Market Research,,,claude_web,1,ai research analyst
AI Research Assistant,,,,expanded,1,ai research assistant
AI Research Director,,,,expanded,1,ai research director
AI Research Engineer,Research & Foundational Science,Senior,Lab-to-Production Research,gemini;original,2,ai research engineer
AI Research Fellow,,,,expanded,1,ai research fellow
AI Research Institution Director,Research,,,claude_web,1,ai research institution director
AI Research Scientist,Research & Foundational Science,Senior,Algorithmic Research,claude_web;gemini;original,3,ai research scientist
AI Researcher,Research & Foundational Science,Mid-Senior,Theoretical AI,claude_web;expanded;gemini,3,ai researcher
AI Reseller Manager,Channel Sales,,,claude_web,1,ai reseller manager
AI Residency Program Director,Residency,,,claude_web,1,ai residency program director
AI Resilience Engineer,Resilience,,,claude_web,1,ai resilience engineer
AI Resource Optimization Engineer,Resource Optimization,,,claude_web,1,ai resource optimization engineer
AI Retained Search Consultant,Executive Search,,,claude_web,1,ai retained search consultant
AI Retirement Planning Specialist,Asset Retirement,,,claude_web,1,ai retirement planning specialist
AI Retraining Engineer,Model Management,,,claude_web,1,ai retraining engineer
AI Revenue Operations Analyst,,,,expanded,1,ai revenue operations analyst
AI Reverse Mentoring Program Manager,Mentorship,,,claude_web,1,ai reverse mentoring program manager
AI Review Board Member,Governance,,,claude_web,1,ai review board member
AI RevOps Analyst,,,,expanded,1,ai revops analyst
AI Risk & Compliance Manager,Governance & Ethics,Manager,Regulatory Risk Mitigation,gemini,1,ai risk compliance manager
AI Risk Analyst,Governance & Ethics,,,original,1,ai risk analyst
AI Risk Assessment Engineer,,,,expanded,1,ai risk assessment engineer
AI Risk Assessment Specialist,Risk,,,claude_web,1,ai risk assessment specialist
AI Risk Manager,Governance/Safety/Ethics,,,claude_web;expanded,2,ai risk manager
AI Risk Modeler - Banking,Finance & Fintech,Senior,Credit Risk & Compliance,gemini,1,ai risk modeler banking
AI Risk Officer,Governance & Ethics,Director,Enterprise Risk Management,claude_web;gemini,2,ai risk officer
AI Robotics Engineer,Robotics,,,claude_web;expanded,2,ai robotics engineer
AI Root Cause Analysis Lead,Problem Management,,,claude_web,1,ai root cause analysis lead
AI Root Cause Analysis Specialist,RCA,,,claude_web,1,ai root cause analysis specialist
AI Route Optimization AI Specialist,Transportation,,,claude_web,1,ai route optimization ai specialist
AI RPO Manager,Recruitment Process Outsourcing,,,claude_web,1,ai rpo manager
AI Runtime Engineer,Runtime Systems,,,claude_web,1,ai runtime engineer
AI Safety Auditor,Safety,,,claude_web,1,ai safety auditor
AI Safety Engineer,Research & Foundational Science,Mid-Senior,Output Guardrails,claude_web;expanded;gemini,3,ai safety engineer
AI Safety Evaluator,,,,expanded,1,ai safety evaluator
AI Safety Officer,Safety,,,claude_web,1,ai safety officer
AI Safety Researcher,Research & Foundational Science,Senior,Frontier Model Risk Mitigation,expanded;gemini,2,ai safety researcher
AI Sales Consultant,Business & Sales,,,original,1,ai sales consultant
AI Sales Engineer,Sales Engineering,,,claude_web;expanded,2,ai sales engineer
AI Scaling Specialist,Scalability,,,claude_web,1,ai scaling specialist
AI Scholarship Advisor,Education,,,claude_web,1,ai scholarship advisor
AI Scholarship Program Manager,Scholarships,,,claude_web,1,ai scholarship program manager
AI School Administrator,Education,,,claude_web,1,ai school administrator
AI School Counselor,Counseling,,,claude_web,1,ai school counselor
AI Scientist,,,,expanded,1,ai scientist
AI Script Supervisor,Supervision,,,claude_web,1,ai script supervisor
AI Scrum Master,Agile,,,claude_web,1,ai scrum master
AI Secure Code Review Specialist,Code Security,,,claude_web,1,ai secure code review specialist
AI Security Administrator,Security,,,claude_web,1,ai security administrator
AI Security Architect,Security,,,claude_web;expanded,2,ai security architect
AI Security Awareness Manager,Security Awareness,,,claude_web,1,ai security awareness manager
AI Security Engineer,Evaluation & Safety,Senior,Vulnerability & Injection Defense,claude_web;gemini;original,3,ai security engineer
AI Security Officer,Security,,,claude_web,1,ai security officer
AI Security Patch Manager,Patching,,,claude_web,1,ai security patch manager
AI Security Researcher,,,,expanded,1,ai security researcher
AI Security Specialist,Governance/Safety/Ethics,,,claude_web;expanded,2,ai security specialist
AI Security Training Manager,Security Training,,,claude_web,1,ai security training manager
AI Self-Service Portal Manager,Portals,,,claude_web,1,ai self-service portal manager
AI Senior Consultant,,,,expanded,1,ai senior consultant
AI Set Decorator,Decoration,,,claude_web,1,ai set decorator
AI Set Designer,Set Design,,,claude_web,1,ai set designer
AI Set Director,Direction,,,claude_web,1,ai set director
AI SIEM Administrator,SIEM,,,claude_web,1,ai siem administrator
AI Six Sigma Master,Quality Management,,,claude_web,1,ai six sigma master
AI Social Impact Manager,Social Impact,,,claude_web,1,ai social impact manager
AI Software Developer,Core AI,,,original,1,ai software developer
AI Software Engineer,Core AI/ML Engineering,,,claude_web,1,ai software engineer
AI Solution Designer,Solution Design,,,claude_web,1,ai solution designer
AI Solutions Architect,Leadership & Strategy,,,claude_web;original,2,ai solutions architect
AI Solutions Architect - Healthcare,Healthcare & Medicine,Senior,EHR & Clinical Integration,gemini,1,ai solutions architect healthcare
AI Solutions Consultant,,,,expanded,1,ai solutions consultant
AI Solutions Engineer,Core Technical Engineering,Mid-Senior,Customer Technical Integration,claude_web;expanded;gemini,3,ai solutions engineer
AI Solutions Manager,,,,expanded,1,ai solutions manager
AI Solutions Specialist,,,,expanded,1,ai solutions specialist
AI Solutions Strategist,,,,expanded,1,ai solutions strategist
AI Sound Designer,Audio Design,,,claude_web,1,ai sound designer
AI Sound Engineer,Audio Engineering,,,claude_web,1,ai sound engineer
AI Sound Mixer,Audio,,,claude_web,1,ai sound mixer
AI Special Effects Technician,Special Effects,,,claude_web,1,ai special effects technician
AI Specialist,Core AI,,,original,1,ai specialist
AI Spokesperson,Media Relations,,,claude_web,1,ai spokesperson
AI Sponsorship Program Manager,Sponsorship,,,claude_web,1,ai sponsorship program manager
AI Sprint Coordinator,Agile,,,claude_web,1,ai sprint coordinator
AI SRE,Infrastructure & Operations,Mid-Senior,System Uptime & Monitoring,gemini,1,ai sre
AI SRE Engineer,Site Reliability,,,claude_web,1,ai sre engineer
AI Staffing Manager,Staffing,,,claude_web,1,ai staffing manager
AI Stakeholder Advisory Council Chair,Governance,,,claude_web,1,ai stakeholder advisory council chair
AI Stakeholder Manager,Stakeholder Management,,,claude_web,1,ai stakeholder manager
AI Standards Engineer,Governance & Ethics,,,original,1,ai standards engineer
AI Standards Manager,Standardization,,,claude_web,1,ai standards manager
AI Startup Advisor,Startups,,,claude_web,1,ai startup advisor
AI Steering Committee Member,Governance,,,claude_web,1,ai steering committee member
AI Storage Administrator,Storage,,,claude_web,1,ai storage administrator
AI Strategic Advisor,Product & Program Management,Senior,Executive Consulting,gemini,1,ai strategic advisor
AI Strategic Partner Manager,Strategic Partnerships,,,claude_web,1,ai strategic partner manager
AI Strategist,Leadership & Strategy,,,claude_web;original,2,ai strategist
AI Strategy Consultant,Product/Strategy,,,claude_web;expanded,2,ai strategy consultant
AI Strategy Lead,,,,expanded,1,ai strategy lead
AI Student Advisory Council Member,Academic,,,claude_web,1,ai student advisory council member
AI Student Mentor,Mentorship,,,claude_web,1,ai student mentor
AI Student Success Manager,Student Services,,,claude_web,1,ai student success manager
AI Stunt Coordinator,Stunts,,,claude_web,1,ai stunt coordinator
AI Succession Planning Manager,Succession,,,claude_web,1,ai succession planning manager
AI Supplier Manager,Supplier Management,,,claude_web,1,ai supplier manager
AI Supply Chain Manager,Supply Chain,,,claude_web,1,ai supply chain manager
AI Support Analyst,AI Training/Annotation,,,claude_web,1,ai support analyst
AI Support Manager,Support,,,claude_web,1,ai support manager
AI Support Specialist,AI Training/Annotation,,,claude_web,1,ai support specialist
AI Survey Designer,Research,,,claude_web,1,ai survey designer
AI Sustainability AI Specialist,Sustainability,,,claude_web,1,ai sustainability ai specialist
AI Sustainability Coordinator,Sustainability,,,claude_web,1,ai sustainability coordinator
AI Synthetic Data Engineer,Data Engineering,,,claude_web,1,ai synthetic data engineer
AI System Health Manager,Health Monitoring,,,claude_web,1,ai system health manager
AI Systems Administrator,Systems,,,claude_web,1,ai systems administrator
AI Systems Architect,Architecture & Design,Senior,Distributed Systems,gemini,1,ai systems architect
AI Systems Designer,Systems Design,,,claude_web,1,ai systems designer
AI Systems Engineer,Specialized Technical,,,claude_web;original,2,ai systems engineer
AI Systems Integrator,Systems Integration,,,claude_web,1,ai systems integrator
AI Systems Integrator Manager,Systems Integration,,,claude_web,1,ai systems integrator manager
AI Systems Safety Manager,Governance/Safety/Ethics,,,claude_web;expanded,2,ai systems safety manager
AI Talent Acquisition Manager,Recruitment,,,claude_web,1,ai talent acquisition manager
AI Talent Acquisition Specialist,Human Resources,Mid-Senior,Executive Sourcing,gemini,1,ai talent acquisition specialist
AI Talent Development Manager,Talent Development,,,claude_web,1,ai talent development manager
AI Talent Pipeline Manager,Talent,,,claude_web,1,ai talent pipeline manager
AI Tax Specialist,Tax,,,claude_web,1,ai tax specialist
AI Teacher,,,,expanded,1,ai teacher
AI Technical Recruiter,Human Resources,Mid,Talent Acquisition,claude_web;expanded;gemini,3,ai technical recruiter
AI Technical Standards Officer,Standards,,,claude_web,1,ai technical standards officer
AI Technical Support Engineer,Technical Support,,,claude_web,1,ai technical support engineer
AI Technical Writer,Communications,Mid,Model Documentation & API Guides,gemini;original,2,ai technical writer
AI Technology Architect,Technology,,,claude_web,1,ai technology architect
AI Technology Assessment Specialist,Technology,,,claude_web,1,ai technology assessment specialist
AI Technology Evaluation Manager,Technology,,,claude_web,1,ai technology evaluation manager
AI Technology Selection Committee Chair,Technology,,,claude_web,1,ai technology selection committee chair
AI Technology Standardization Manager,Standardization,,,claude_web,1,ai technology standardization manager
AI Telemetry Engineer,Telemetry,,,claude_web,1,ai telemetry engineer
AI Telemetry Specialist,Telemetry,,,claude_web,1,ai telemetry specialist
AI Temporary Staffing Coordinator,Staffing,,,claude_web,1,ai temporary staffing coordinator
AI Test Engineer,Quality & Testing,,,original,1,ai test engineer
AI Testing Engineer,Quality Assurance,,,claude_web,1,ai testing engineer
AI Third-Party Risk Assessor,Vendor Risk,,,claude_web,1,ai third-party risk assessor
AI Threat Hunter,Threat Hunting,,,claude_web,1,ai threat hunter
AI Threat Intelligence Analyst,Threat Intel,,,claude_web,1,ai threat intelligence analyst
AI Threat Modeler,Security,,,claude_web,1,ai threat modeler
AI Threat Researcher,Cybersecurity,,,claude_web,1,ai threat researcher
AI Ticketing Specialist,Support,,,claude_web,1,ai ticketing specialist
AI Tooling Engineer,Development Tools,,,claude_web;expanded,2,ai tooling engineer
AI Trademark Specialist,Intellectual Property,,,claude_web,1,ai trademark specialist
AI Trainer,Data & Human Alignment,Entry-Mid,Data Labeling & Feedback,claude_web;expanded;gemini,3,ai trainer
AI Training Manager,Training & Development,,,claude_web,1,ai training manager
AI Training Specialist,Specialized Technical,,,original,1,ai training specialist
AI Transformation Lead,Executive & Strategy,Director,Organizational Change Management,expanded;gemini,2,ai transformation lead
AI Transparency Report Author,Reporting,,,claude_web,1,ai transparency report author
AI Transportation Manager,Transportation,,,claude_web,1,ai transportation manager
AI Trends Analyst,Market Analysis,,,claude_web,1,ai trends analyst
AI Troubleshooting Engineer,Troubleshooting,,,claude_web,1,ai troubleshooting engineer
AI Troubleshooting Specialist,Technical Support,,,claude_web,1,ai troubleshooting specialist
AI Trust & Safety Specialist,,,,expanded,1,ai trust safety specialist
AI Trust and Safety Analyst,,,,expanded,1,ai trust and safety analyst
AI Tuition Manager,Education,,,claude_web,1,ai tuition manager
AI Tutor,Tutoring,,,claude_web;expanded,2,ai tutor
AI Underwriting Specialist,Insurance Underwriting,,,claude_web,1,ai underwriting specialist
AI Unit Production Manager,Production,,,claude_web,1,ai unit production manager
AI University Administrator,Higher Education,,,claude_web,1,ai university administrator
AI University Relations Manager,University Relations,,,claude_web,1,ai university relations manager
AI Upgrade Engineer,Systems Upgrade,,,claude_web,1,ai upgrade engineer
AI Usability Tester,Usability,,,claude_web,1,ai usability tester
AI Usage Analytics Engineer,Analytics,,,claude_web,1,ai usage analytics engineer
AI User Advisory Council Chair,Customer Advisory,,,claude_web,1,ai user advisory council chair
AI User Research Manager,User Research,,,claude_web,1,ai user research manager
AI UX Designer,Design & Creative,Mid-Senior,Conversational & Agent Interfaces,claude_web;expanded;gemini,3,ai ux designer
AI UX Researcher,User Experience,,,claude_web,1,ai ux researcher
AI UX/UI Designer,Creative,,,claude_web,1,ai ux ui designer
AI Validation Engineer,Quality & Testing,,,original,1,ai validation engineer
AI Valuation Specialist,Valuation,,,claude_web,1,ai valuation specialist
AI Value Added Reseller Manager,Channel Sales,,,claude_web,1,ai value added reseller manager
AI Vendor Manager,Vendor Management,,,claude_web,1,ai vendor manager
AI Vendor Relations Manager,Vendor Relations,,,claude_web,1,ai vendor relations manager
AI Venture Capital Analyst,Venture Capital,,,claude_web,1,ai venture capital analyst
AI Versioning Engineer,Version Control,,,claude_web,1,ai versioning engineer
AI Versioning Specialist,Model Management,,,claude_web,1,ai versioning specialist
AI Video Producer,Video Production,,,claude_web,1,ai video producer
AI Videographer,Videography,,,claude_web,1,ai videographer
AI Virtualization Specialist,Virtualization,,,claude_web,1,ai virtualization specialist
AI Visual Artist,Visual Arts,,,claude_web,1,ai visual artist
AI Voice Actor,Acting,,,claude_web,1,ai voice actor
AI Voice Director,Voice Direction,,,claude_web,1,ai voice director
AI Voice Producer,,,,expanded,1,ai voice producer
AI Volunteer Coordinator,Volunteering,,,claude_web,1,ai volunteer coordinator
AI VPN Administrator,Security,,,claude_web,1,ai vpn administrator
AI Vulnerability Auditor,Security,,,claude_web,1,ai vulnerability auditor
AI Vulnerability Management Specialist,Vulnerability,,,claude_web,1,ai vulnerability management specialist
AI Vulnerability Researcher,Cybersecurity,,,claude_web,1,ai vulnerability researcher
AI Warehouse Manager,Warehouse,,,claude_web,1,ai warehouse manager
AI Waste Reduction Specialist,Environmental,,,claude_web,1,ai waste reduction specialist
AI Water Usage Optimizer,Environmental,,,claude_web,1,ai water usage optimizer
AI Web Designer,Web Design,,,claude_web,1,ai web designer
AI Web Developer,Web Development,,,claude_web,1,ai web developer
AI Wellness Coordinator,Wellness,,,claude_web,1,ai wellness coordinator
AI Whisperer,,,,expanded,1,ai whisperer
AI Women in AI Coordinator,Diversity,,,claude_web,1,ai women in ai coordinator
AI Workflow Automation Specialist,,,,expanded,1,ai workflow automation specialist
AI Workflow Engineer,Operations & Infrastructure,,,claude_web;original,2,ai workflow engineer
AI Writer,,,,expanded,1,ai writer
AI-Augmented Engineer,Core AI/ML Engineering,,,claude_web,1,ai-augmented engineer
AI-Driven Content Specialist,,,,expanded,1,ai-driven content specialist
AI-Native Developer,Core AI/ML Engineering,,,claude_web;expanded,2,ai-native developer
AI/ML Applied Scientist - Life Sciences,Healthcare & Medicine,Senior,Drug Discovery & Genomics,gemini,1,ai ml applied scientist life sciences
AI/ML Architect,Leadership & Strategy,,,original,1,ai ml architect
AI/ML Engineer (Security Clearance),Government/Defense,,,claude_web,1,ai ml engineer
AIOps Engineer,MLOps/Infrastructure,,,claude_web,1,aiops engineer
Algorithmic AI Trader,Finance & Fintech,Senior,Automated Execution Systems,gemini,1,algorithmic ai trader
Ambient Clinical AI Engineer,,,,expanded,1,ambient clinical ai engineer
Animation AI Specialist,Animation,,,claude_web,1,animation ai specialist
Anomaly Detection AI Engineer,Data Quality,,,claude_web,1,anomaly detection ai engineer
