Job Title,Category,Seniority Level,Domain Focus,Sources,Source Count
AI Product Manager,Product & Program Management,Mid-Senior,AI Product Strategy,claude_web;gemini;original,3
AI Product Portfolio Manager,,,,expanded,1
AI Product Specialist,,,,expanded,1
AI Product Support Specialist,,,,expanded,1
AI Production Assistant,Production,,,claude_web,1
AI Production Coordinator,Production,,,claude_web,1
AI Production Designer,Design,,,claude_web,1
AI Production Manager,Production,,,claude_web,1
AI Profiling Engineer,Performance Analysis,,,claude_web,1
AI Program Manager,Product & Program Management,Senior,Enterprise Rollouts,claude_web;expanded;gemini,3
AI Project Manager,Product & Program Management,Mid-Senior,AI Implementation,claude_web;expanded;gemini,3
AI Prompt Engineer,Core Technical Engineering,Mid,Prompt Optimization & Context,expanded;gemini,2
AI Proof of Concept Manager,POC,,,claude_web,1
AI Property Manager,Property Management,,,claude_web,1
AI Props Master,Props,,,claude_web,1
AI Provenance Engineer,Data Provenance,,,claude_web,1
AI Proxy Administrator,Security,,,claude_web,1
AI Public Relations Specialist,Public Relations,,,claude_web,1
AI Purchasing Manager,Purchasing,,,claude_web,1
AI Purple Team Lead,Purple Team,,,claude_web,1
AI QA Engineer,,,,expanded,1
AI Quality Assurance Engineer,Evaluation & Safety,Mid-Senior,System Output Reliability,gemini,1
AI Quality Assurance Specialist,,,,expanded,1
AI Quality Engineer,Quality & Testing,,,claude_web;original,2
AI Quality Manager,Quality Management,,,claude_web,1
AI Quantitative Analyst,Finance & Fintech,Senior,Algorithmic Finance Models,gemini,1
AI Rater,,,,expanded,1
AI Real Estate Agent,Real Estate,,,claude_web,1
AI Recruiting Coordinator,Recruiting,,,claude_web,1
AI Recruiting Manager,Recruitment,,,claude_web,1
AI Recycling Coordinator,Sustainability,,,claude_web,1
AI Red Team Engineer,Governance/Safety/Ethics,,,claude_web;expanded,2
AI Red Teamer,Evaluation & Safety,Senior,Adversarial Model Testing,claude_web;expanded;gemini,3
AI Red Teaming Specialist,,,,expanded,1
AI Redundancy Engineer,Redundancy,,,claude_web,1
AI Reference Architecture Manager,Architecture,,,claude_web,1
AI Regulatory Affairs Manager,Compliance,,,claude_web,1
AI Release Engineer,DevOps,,,claude_web,1
AI Release Manager,Release Management,,,claude_web,1
AI Reliability Auditor,Quality Assurance,,,claude_web,1
AI Reliability Engineer,Infrastructure & Operations,Senior,Production SRE & Monitoring,claude_web;gemini;original,3
AI Reporter,Journalism,,,claude_web,1
AI Reproducibility Engineer,Reproducibility,,,claude_web,1
AI Reputation Manager,Reputation Management,,,claude_web,1
AI Requirements Analyst,Requirements,,,claude_web,1
AI Requirements Gatherer,Requirements,,,claude_web,1
AI Research Analyst,Market Research,,,claude_web,1
AI Research Assistant,,,,expanded,1
AI Research Director,,,,expanded,1
AI Research Engineer,Research & Foundational Science,Senior,Lab-to-Production Research,gemini;original,2
AI Research Fellow,,,,expanded,1
AI Research Institution Director,Research,,,claude_web,1
AI Research Scientist,Research & Foundational Science,Senior,Algorithmic Research,claude_web;gemini;original,3
AI Researcher,Research & Foundational Science,Mid-Senior,Theoretical AI,claude_web;expanded;gemini,3
AI Reseller Manager,Channel Sales,,,claude_web,1
AI Residency Program Director,Residency,,,claude_web,1
AI Resilience Engineer,Resilience,,,claude_web,1
AI Resource Optimization Engineer,Resource Optimization,,,claude_web,1
AI Retained Search Consultant,Executive Search,,,claude_web,1
AI Retirement Planning Specialist,Asset Retirement,,,claude_web,1
AI Retraining Engineer,Model Management,,,claude_web,1
AI Revenue Operations Analyst,,,,expanded,1
AI Reverse Mentoring Program Manager,Mentorship,,,claude_web,1
AI Review Board Member,Governance,,,claude_web,1
AI RevOps Analyst,,,,expanded,1
AI Risk & Compliance Manager,Governance & Ethics,Manager,Regulatory Risk Mitigation,gemini,1
AI Risk Analyst,Governance & Ethics,,,original,1
AI Risk Assessment Engineer,,,,expanded,1
AI Risk Assessment Specialist,Risk,,,claude_web,1
AI Risk Manager,Governance/Safety/Ethics,,,claude_web;expanded,2
AI Risk Modeler - Banking,Finance & Fintech,Senior,Credit Risk & Compliance,gemini,1
AI Risk Officer,Governance & Ethics,Director,Enterprise Risk Management,claude_web;gemini,2
AI Robotics Engineer,Robotics,,,claude_web;expanded,2
AI Root Cause Analysis Lead,Problem Management,,,claude_web,1
AI Root Cause Analysis Specialist,RCA,,,claude_web,1
AI Route Optimization AI Specialist,Transportation,,,claude_web,1
AI RPO Manager,Recruitment Process Outsourcing,,,claude_web,1
AI Runtime Engineer,Runtime Systems,,,claude_web,1
AI Safety Auditor,Safety,,,claude_web,1
AI Safety Engineer,Research & Foundational Science,Mid-Senior,Output Guardrails,claude_web;expanded;gemini,3
AI Safety Evaluator,,,,expanded,1
AI Safety Officer,Safety,,,claude_web,1
AI Safety Researcher,Research & Foundational Science,Senior,Frontier Model Risk Mitigation,expanded;gemini,2
AI Sales Consultant,Business & Sales,,,original,1
AI Sales Engineer,Sales Engineering,,,claude_web;expanded,2
AI Scaling Specialist,Scalability,,,claude_web,1
AI Scholarship Advisor,Education,,,claude_web,1
AI Scholarship Program Manager,Scholarships,,,claude_web,1
AI School Administrator,Education,,,claude_web,1
AI School Counselor,Counseling,,,claude_web,1
AI Scientist,,,,expanded,1
AI Script Supervisor,Supervision,,,claude_web,1
AI Scrum Master,Agile,,,claude_web,1
AI Secure Code Review Specialist,Code Security,,,claude_web,1
AI Security Administrator,Security,,,claude_web,1
AI Security Architect,Security,,,claude_web;expanded,2
AI Security Awareness Manager,Security Awareness,,,claude_web,1
AI Security Engineer,Evaluation & Safety,Senior,Vulnerability & Injection Defense,claude_web;gemini;original,3
AI Security Officer,Security,,,claude_web,1
AI Security Patch Manager,Patching,,,claude_web,1
AI Security Researcher,,,,expanded,1
AI Security Specialist,Governance/Safety/Ethics,,,claude_web;expanded,2
AI Security Training Manager,Security Training,,,claude_web,1
AI Self-Service Portal Manager,Portals,,,claude_web,1
AI Senior Consultant,,,,expanded,1
AI Set Decorator,Decoration,,,claude_web,1
AI Set Designer,Set Design,,,claude_web,1
AI Set Director,Direction,,,claude_web,1
AI SIEM Administrator,SIEM,,,claude_web,1
AI Six Sigma Master,Quality Management,,,claude_web,1
AI Social Impact Manager,Social Impact,,,claude_web,1
AI Software Developer,Core AI,,,original,1
AI Software Engineer,Core AI/ML Engineering,,,claude_web,1
AI Solution Designer,Solution Design,,,claude_web,1
AI Solutions Architect,Leadership & Strategy,,,claude_web;original,2
AI Solutions Architect - Healthcare,Healthcare & Medicine,Senior,EHR & Clinical Integration,gemini,1
AI Solutions Consultant,,,,expanded,1
AI Solutions Engineer,Core Technical Engineering,Mid-Senior,Customer Technical Integration,claude_web;expanded;gemini,3
AI Solutions Manager,,,,expanded,1
AI Solutions Specialist,,,,expanded,1
AI Solutions Strategist,,,,expanded,1
AI Sound Designer,Audio Design,,,claude_web,1
AI Sound Engineer,Audio Engineering,,,claude_web,1
AI Sound Mixer,Audio,,,claude_web,1
AI Special Effects Technician,Special Effects,,,claude_web,1
AI Specialist,Core AI,,,original,1
AI Spokesperson,Media Relations,,,claude_web,1
AI Sponsorship Program Manager,Sponsorship,,,claude_web,1
AI Sprint Coordinator,Agile,,,claude_web,1
AI SRE,Infrastructure & Operations,Mid-Senior,System Uptime & Monitoring,gemini,1
AI SRE Engineer,Site Reliability,,,claude_web,1
AI Staffing Manager,Staffing,,,claude_web,1
AI Stakeholder Advisory Council Chair,Governance,,,claude_web,1
AI Stakeholder Manager,Stakeholder Management,,,claude_web,1
AI Standards Engineer,Governance & Ethics,,,original,1
AI Standards Manager,Standardization,,,claude_web,1
AI Startup Advisor,Startups,,,claude_web,1
AI Steering Committee Member,Governance,,,claude_web,1
AI Storage Administrator,Storage,,,claude_web,1
AI Strategic Advisor,Product & Program Management,Senior,Executive Consulting,gemini,1
AI Strategic Partner Manager,Strategic Partnerships,,,claude_web,1
AI Strategist,Leadership & Strategy,,,claude_web;original,2
AI Strategy Consultant,Product/Strategy,,,claude_web;expanded,2
AI Strategy Lead,,,,expanded,1
AI Student Advisory Council Member,Academic,,,claude_web,1
AI Student Mentor,Mentorship,,,claude_web,1
AI Student Success Manager,Student Services,,,claude_web,1
AI Stunt Coordinator,Stunts,,,claude_web,1
AI Succession Planning Manager,Succession,,,claude_web,1
AI Supplier Manager,Supplier Management,,,claude_web,1
AI Supply Chain Manager,Supply Chain,,,claude_web,1
AI Support Analyst,AI Training/Annotation,,,claude_web,1
AI Support Manager,Support,,,claude_web,1
AI Support Specialist,AI Training/Annotation,,,claude_web,1
AI Survey Designer,Research,,,claude_web,1
AI Sustainability AI Specialist,Sustainability,,,claude_web,1
AI Sustainability Coordinator,Sustainability,,,claude_web,1
AI Synthetic Data Engineer,Data Engineering,,,claude_web,1
AI System Health Manager,Health Monitoring,,,claude_web,1
AI Systems Administrator,Systems,,,claude_web,1
AI Systems Architect,Architecture & Design,Senior,Distributed Systems,gemini,1
AI Systems Designer,Systems Design,,,claude_web,1
AI Systems Engineer,Specialized Technical,,,claude_web;original,2
AI Systems Integrator,Systems Integration,,,claude_web,1
AI Systems Integrator Manager,Systems Integration,,,claude_web,1
AI Systems Safety Manager,Governance/Safety/Ethics,,,claude_web;expanded,2
AI Talent Acquisition Manager,Recruitment,,,claude_web,1
AI Talent Acquisition Specialist,Human Resources,Mid-Senior,Executive Sourcing,gemini,1
AI Talent Development Manager,Talent Development,,,claude_web,1
AI Talent Pipeline Manager,Talent,,,claude_web,1
AI Tax Specialist,Tax,,,claude_web,1
AI Teacher,,,,expanded,1
AI Technical Recruiter,Human Resources,Mid,Talent Acquisition,claude_web;expanded;gemini,3
AI Technical Standards Officer,Standards,,,claude_web,1
AI Technical Support Engineer,Technical Support,,,claude_web,1
AI Technical Writer,Communications,Mid,Model Documentation & API Guides,gemini;original,2
AI Technology Architect,Technology,,,claude_web,1
AI Technology Assessment Specialist,Technology,,,claude_web,1
AI Technology Evaluation Manager,Technology,,,claude_web,1
AI Technology Selection Committee Chair,Technology,,,claude_web,1
AI Technology Standardization Manager,Standardization,,,claude_web,1
AI Telemetry Engineer,Telemetry,,,claude_web,1
AI Telemetry Specialist,Telemetry,,,claude_web,1
AI Temporary Staffing Coordinator,Staffing,,,claude_web,1
AI Test Engineer,Quality & Testing,,,original,1
AI Testing Engineer,Quality Assurance,,,claude_web,1
AI Third-Party Risk Assessor,Vendor Risk,,,claude_web,1
AI Threat Hunter,Threat Hunting,,,claude_web,1
AI Threat Intelligence Analyst,Threat Intel,,,claude_web,1
AI Threat Modeler,Security,,,claude_web,1
AI Threat Researcher,Cybersecurity,,,claude_web,1
AI Ticketing Specialist,Support,,,claude_web,1
AI Tooling Engineer,Development Tools,,,claude_web;expanded,2
AI Trademark Specialist,Intellectual Property,,,claude_web,1
AI Trainer,Data & Human Alignment,Entry-Mid,Data Labeling & Feedback,claude_web;expanded;gemini,3
AI Training Manager,Training & Development,,,claude_web,1
AI Training Specialist,Specialized Technical,,,original,1
AI Transformation Lead,Executive & Strategy,Director,Organizational Change Management,expanded;gemini,2
AI Transparency Report Author,Reporting,,,claude_web,1
AI Transportation Manager,Transportation,,,claude_web,1
AI Trends Analyst,Market Analysis,,,claude_web,1
AI Troubleshooting Engineer,Troubleshooting,,,claude_web,1
AI Troubleshooting Specialist,Technical Support,,,claude_web,1
AI Trust & Safety Specialist,,,,expanded,1
AI Trust and Safety Analyst,,,,expanded,1
AI Tuition Manager,Education,,,claude_web,1
AI Tutor,Tutoring,,,claude_web;expanded,2
AI Underwriting Specialist,Insurance Underwriting,,,claude_web,1
AI Unit Production Manager,Production,,,claude_web,1
AI University Administrator,Higher Education,,,claude_web,1
AI University Relations Manager,University Relations,,,claude_web,1
AI Upgrade Engineer,Systems Upgrade,,,claude_web,1
AI Usability Tester,Usability,,,claude_web,1
AI Usage Analytics Engineer,Analytics,,,claude_web,1
AI User Advisory Council Chair,Customer Advisory,,,claude_web,1
AI User Research Manager,User Research,,,claude_web,1
AI UX Designer,Design & Creative,Mid-Senior,Conversational & Agent Interfaces,claude_web;expanded;gemini,3
AI UX Researcher,User Experience,,,claude_web,1
AI UX/UI Designer,Creative,,,claude_web,1
AI Validation Engineer,Quality & Testing,,,original,1
AI Valuation Specialist,Valuation,,,claude_web,1
AI Value Added Reseller Manager,Channel Sales,,,claude_web,1
AI Vendor Manager,Vendor Management,,,claude_web,1
AI Vendor Relations Manager,Vendor Relations,,,claude_web,1
AI Venture Capital Analyst,Venture Capital,,,claude_web,1
AI Versioning Engineer,Version Control,,,claude_web,1
AI Versioning Specialist,Model Management,,,claude_web,1
AI Video Producer,Video Production,,,claude_web,1
AI Videographer,Videography,,,claude_web,1
AI Virtualization Specialist,Virtualization,,,claude_web,1
AI Visual Artist,Visual Arts,,,claude_web,1
AI Voice Actor,Acting,,,claude_web,1
AI Voice Director,Voice Direction,,,claude_web,1
AI Voice Producer,,,,expanded,1
AI Volunteer Coordinator,Volunteering,,,claude_web,1
AI VPN Administrator,Security,,,claude_web,1
AI Vulnerability Auditor,Security,,,claude_web,1
AI Vulnerability Management Specialist,Vulnerability,,,claude_web,1
AI Vulnerability Researcher,Cybersecurity,,,claude_web,1
AI Warehouse Manager,Warehouse,,,claude_web,1
AI Waste Reduction Specialist,Environmental,,,claude_web,1
AI Water Usage Optimizer,Environmental,,,claude_web,1
AI Web Designer,Web Design,,,claude_web,1
AI Web Developer,Web Development,,,claude_web,1
AI Wellness Coordinator,Wellness,,,claude_web,1
AI Whisperer,,,,expanded,1
AI Women in AI Coordinator,Diversity,,,claude_web,1
AI Workflow Automation Specialist,,,,expanded,1
AI Workflow Engineer,Operations & Infrastructure,,,claude_web;original,2
AI Writer,,,,expanded,1
AI-Augmented Engineer,Core AI/ML Engineering,,,claude_web,1
AI-Driven Content Specialist,,,,expanded,1
AI-Native Developer,Core AI/ML Engineering,,,claude_web;expanded,2
AI/ML Applied Scientist - Life Sciences,Healthcare & Medicine,Senior,Drug Discovery & Genomics,gemini,1
AI/ML Architect,Leadership & Strategy,,,original,1
AI/ML Engineer (Security Clearance),Government/Defense,,,claude_web,1
AIOps Engineer,MLOps/Infrastructure,,,claude_web,1
Algorithmic AI Trader,Finance & Fintech,Senior,Automated Execution Systems,gemini,1
Ambient Clinical AI Engineer,,,,expanded,1
Animation AI Specialist,Animation,,,claude_web,1
Anomaly Detection AI Engineer,Data Quality,,,claude_web,1
Applied AI Engineer,Core Technical Engineering,Mid-Senior,Applied Product Features,claude_web;gemini;original,3
Applied AI Product Manager,,,,expanded,1
Applied AI Scientist,,,,expanded,1
Artificial Intelligence Architect,Architecture & Design,Principal,Enterprise Infrastructure,gemini,1
Artificial Intelligence Consultant,Strategy & Operations,Senior,Enterprise Solutions,gemini,1
Artificial Intelligence Developer,Core Technical Engineering,Mid,Application Engineering,claude_web;gemini,2
Artificial Intelligence Engineer,Core Technical Engineering,Mid-Senior,Algorithmic Software Engineering,gemini;original,2
Artificial Intelligence Operations Lead,Infrastructure & Operations,Lead,Production Workflows,gemini,1
Artificial Intelligence Research Scientist,Research & Foundational Science,Senior,Foundational Model R&D,gemini,1
Artificial Intelligence Specialist,Core Technical Engineering,Mid-Senior,Domain Implementation,gemini,1
Artificial Intelligence Strategy Consultant,Strategy & Operations,Senior,Corporate Roadmaps,gemini,1
ASIC AI Engineer,Hardware Design,,,claude_web,1
Associate AI Engineer,Seniority Variants,,,claude_web,1
Audio AI Engineer,,,,expanded,1
Audio AI Specialist,Audio/Music,,,claude_web,1
Automotive AI Engineer,,,,expanded,1
Autonomous AI Engineer,Specialized Technical,,,claude_web;original,2
Bayesian AI Engineer,Probabilistic Systems,,,claude_web,1
Bio AI Engineer,Biotech,,,claude_web,1
Biomedical AI Engineer,Biotech,,,claude_web,1
C-Suite AI Executive,Executive,,,claude_web,1
Causal Inference AI Engineer,Causal Models,,,claude_web,1
Chatbot AI Engineer,Conversational AI,,,claude_web,1
Chemistry AI Engineer,Chemistry,,,claude_web,1
Chief AI Officer,Executive & Strategy,C-Suite,Enterprise Strategy & Governance,claude_web;gemini;original,3
Chief AI Revenue Officer,Executive,,,claude_web;expanded,2
Chief AI Scientist,,,,expanded,1
Chief Artificial Intelligence Officer,Executive,,,claude_web,1
Chief Medical AI Officer,,,,expanded,1
Chief Responsible AI Officer,Executive & Strategy,C-Suite,Ethics & Compliance,gemini,1
Chip Design AI Engineer,Hardware Design,,,claude_web,1
Climate AI Specialist,Climate Science,,,claude_web,1
Clinical AI Engineer,Healthcare Domain,,,claude_web,1
Clinical AI Informaticist,,,,expanded,1
Clinical AI Product Manager,,,,expanded,1
Clinical AI Reviewer,Healthcare & Medicine,Senior,Medical Safety Auditing,gemini,1
Clinical AI Specialist,Data Science & Analytics,,,claude_web;expanded,2
Clinical Trial AI Specialist,Healthcare Compliance,,,claude_web,1
Cognitive AI Engineer,Specialized Technical,,,original,1
Collaborative Filtering AI Engineer,Recommendation Systems,,,claude_web,1
Community Detection AI Engineer,Graph Systems,,,claude_web,1
Computer Vision AI Engineer,Specialized Technical,,,claude_web,1
Content-Based AI Recommendation Engineer,Recommendation Systems,,,claude_web,1
Context Engineer,Emerging Roles,,,claude_web;original,2
Conversational AI Designer,Creative,,,claude_web;expanded,2
Conversational AI Engineer,Specialized Technical,,,claude_web;original,2
Counterfactual AI Engineer,Causal Models,,,claude_web,1
Credit Risk AI Analyst,Finance,,,claude_web,1
Crop Monitoring AI Specialist,Agriculture,,,claude_web,1
Cybersecurity AI Specialist,Security Domain,,,claude_web,1
Data Privacy Lead - AI Systems,Governance & Ethics,Lead,Data Protection & Privacy,gemini,1
Data Scientist - AI Specialization,Data & Analytics,Mid-Senior,Predictive Analytics,gemini,1
Decentralized AI Engineer,Decentralized Systems,,,claude_web,1
Defense AI Engineer,Government/Defense,,,claude_web,1
Diagnostic AI Specialist,Healthcare,,,claude_web,1
Dialogue AI Engineer,Conversational AI,,,claude_web,1
Differential Privacy AI Engineer,Privacy,,,claude_web,1
Director of AI,Executive,,,claude_web;expanded,2
Director of AI Design & Experience,Executive,,,claude_web,1
Director of AI Engineering,Executive & Strategy,Director,Engineering Management,claude_web;expanded;gemini,3
Director of AI Engineering and Operations,,,,expanded,1
Director of AI Governance,Governance/Safety/Ethics,,,claude_web,1
Director of AI Marketing,Creative,,,claude_web,1
Director of AI Research,,,,expanded,1
Director of AI Strategy,,,,expanded,1
Distinguished AI Engineer,Seniority Variants,,,claude_web,1
Drug Discovery AI Engineer,Biotech,,,claude_web,1
E-commerce AI Specialist,E-commerce Domain,,,claude_web,1
Edge AI Engineer,Specialized Technical,,,claude_web;original,2
Educational AI Specialist,Education Domain,,,claude_web,1
Embedded AI Engineer,Embedded Systems,,,claude_web,1
Encrypted AI Engineer,Cryptography,,,claude_web,1
Energy AI Engineer,Energy Sector,,,claude_web,1
Enterprise AI Architect,,,,expanded,1
Enterprise AI Solutions Architect,Architecture & Design,Senior,Client Infrastructure,gemini,1
Ethical AI Architect,,,,expanded,1
Evals Engineer,AI Training/Annotation,,,claude_web,1
Explainable AI (XAI) Specialist,Specialized Technical,,,claude_web,1
Explainable AI Specialist,Specialized Technical,,,claude_web,1
Fairness AI Engineer,Fairness,,,claude_web,1
Farm Management AI Specialist,Agriculture,,,claude_web,1
FDA AI Specialist,Healthcare Compliance,,,claude_web,1
Feature Store AI Engineer,Data Engineering,,,claude_web,1
Federated Learning AI Engineer,Distributed Learning,,,claude_web,1
Financial AI Engineer,Finance Domain,,,claude_web,1
Financial AI Specialist,Data Science & Analytics,,,claude_web,1
FinTech AI Data Analyst,Finance & Fintech,Mid,Transaction Analytics,gemini,1
FinTech AI Developer,Finance & Fintech,Mid-Senior,Banking API & Model Integration,gemini,1
Food Science AI Engineer,Food & Beverage,,,claude_web,1
Forecasting AI Engineer,Forecasting,,,claude_web,1
Forward Deployed AI Engineer,Core Technical Engineering,Senior,Client-Embedded Engineering,expanded;gemini,2
Forward Deployed Engineer,Core Technical Engineering,,Client-Embedded Engineering,manual,1
Forward-Deployed AI Engineer,Deployment,,,claude_web,1
Founding AI Engineer,,,,expanded,1
Founding AI ML Engineer,,,,expanded,1
FPGA AI Engineer,Hardware Design,,,claude_web,1
Fraud Detection AI Specialist,Finance,,,claude_web,1
Full Stack AI Engineer,,,,expanded,1
Function AI Lead,,,,expanded,1
Game AI Specialist,Gaming,,,claude_web,1
Gaming AI Engineer,Gaming,,,claude_web,1
GenAI Application Developer,,,,expanded,1
GenAI Engineer,Core AI/ML Engineering,,,claude_web,1
GenAI Platform Engineer,,,,expanded,1
Generative AI Designer,Design & Creative,Mid,Visual Asset Generation,claude_web;expanded;gemini,3
Generative AI Engineer,Core Technical Engineering,Mid-Senior,Generative Media & Text,claude_web;gemini;original,3
Generative AI Infrastructure Engineer,Operations & Infrastructure,,,original,1
Generative AI Research Scientist,Generative AI,,,claude_web,1
Generative AI Specialist,Generative AI,,,claude_web,1
Genomic AI Specialist,Biotech,,,claude_web,1
Geospatial AI Engineer,Geospatial Analysis,,,claude_web,1
GPU Optimization AI Engineer,Hardware Optimization,,,claude_web,1
Group AI Product Manager,,,,expanded,1
Hardware Security AI Specialist,Security,,,claude_web,1
Head of AI,Leadership & Strategy,,,claude_web;original,2
Head of AI Engineering,,,,expanded,1
Head of AI Experience,Executive,,,claude_web,1
Head of AI Infrastructure,MLOps/Infrastructure,,,claude_web,1
Head of AI Operations,,,,expanded,1
Head of AI Product,,,,expanded,1
Head of AI Research,Executive & Strategy,Director,Research Vision & Execution,gemini,1
Head of AI Strategy,Executive & Strategy,Director,Business Transformation,gemini,1
Head of Applied AI Engineering,,,,expanded,1
Healthcare AI Engineer,Healthcare & Medicine,Senior,Clinical Systems Development,gemini,1
Healthcare AI Ethics Specialist,Healthcare & Medicine,Senior,Bioethics & Privacy,gemini,1
Healthcare AI Evaluator,Healthcare & Medicine,Mid,Medical Accuracy Verification,gemini,1
Healthcare AI Project Manager,Healthcare & Medicine,Manager,Clinical Software Projects,gemini,1
Healthcare AI Prompt Engineer,Healthcare & Medicine,Mid,Clinical Communications,gemini,1
Healthcare AI Specialist,Data Science & Analytics,,,claude_web,1
Homomorphic Encryption AI Specialist,Cryptography,,,claude_web,1
Hotel AI Specialist,Hospitality,,,claude_web,1
Human-AI Interaction Designer,Creative,,,claude_web,1
Incident Response AI Specialist,Incident Management,,,claude_web,1
Industrial AI Engineer,Manufacturing Domain,,,claude_web,1
Information Retrieval AI Engineer,Search Technology,,,claude_web,1
Infosec Data Scientist - AI Infrastructure,Evaluation & Safety,Senior,Security Analytics,gemini,1
Insurance AI Specialist,Insurance,,,claude_web,1
Intern AI Engineer,Seniority Variants,,,claude_web,1
Junior AI Engineer,Seniority Variants,,,claude_web;expanded,2
Knowledge Graph AI Engineer,Knowledge Systems,,,claude_web,1
Large Language Model Engineer,Core AI/ML Engineering,,,claude_web,1
Lead AI Architect,,,,expanded,1
Lead AI Enablement Operations Project Manager,,,,expanded,1
Lead AI Engineer,Core Technical Engineering,Lead,Technical Oversight,claude_web;gemini,2
Lead AI Prompt Engineer,Core Technical Engineering,Lead,Context Architecture Strategy,gemini,1
Lead AI Researcher,,,,expanded,1
Lead AI Voice Engineer,,,,expanded,1
Legal AI Prompt Specialist,Legal & Professional,Mid,Contract Analysis & Drafting,gemini,1
Legal AI Specialist,Legal Domain,,,claude_web,1
Lending AI Specialist,Finance,,,claude_web,1
Link Prediction AI Engineer,Graph Systems,,,claude_web,1
LLM Architect,Large Language Models,,,claude_web,1
LLM Engineer,Specialized Technical,,,claude_web;original,2
LLM Fine-Tuning Specialist,Specialized Technical,,,original,1
LLM Prompt Engineer,Specialized Technical,,,original,1
LLM Researcher,Large Language Models,,,claude_web,1
LLM Specialist,Large Language Models,,,claude_web,1
LLMOps Engineer,Operations & Infrastructure,,,claude_web;original,2
Logistics AI Engineer,Logistics,,,claude_web,1
Machine Intelligence Engineer,Core AI/ML Engineering,,,claude_web,1
Materials Science AI Engineer,Materials Science,,,claude_web,1
Medical AI Specialist,Data Science & Analytics,,,claude_web,1
Medical AI Trainer,Healthcare & Medicine,Mid,Clinical Model Alignment,gemini,1
Medical Data Scientist - AI,Healthcare & Medicine,Senior,Health Data Modeling,gemini,1
Member of Technical Staff (MTS) - AI Research,Research & Foundational Science,Staff,Frontier Model Research,gemini,1
Memory Optimization AI Engineer,Hardware Optimization,,,claude_web,1
Mid-Level AI Engineer,,,,expanded,1
Molecular AI Scientist,Biotech,,,claude_web,1
Multimodal AI Engineer,Multimodal Systems,,,claude_web;expanded,2
Multimodal AI Researcher,Multimodal Systems,,,claude_web,1
Multimodal AI Scientist,Research & Foundational Science,Senior,Cross-Modal Learning,gemini,1
Music AI Engineer,Audio/Music,,,claude_web,1
Network Analysis AI Engineer,Network Science,,,claude_web,1
Neuromorphic AI Engineer,Neuromorphic Computing,,,claude_web,1
NLP AI Engineer,Specialized Technical,,,claude_web,1
On-Device AI Engineer,Hardware/Edge,,,claude_web,1
Ontology AI Engineer,Knowledge Systems,,,claude_web,1
Outlier Detection AI Specialist,Data Quality,,,claude_web,1
Pathology AI Specialist,Healthcare,,,claude_web,1
Patient Safety AI Specialist,Healthcare,,,claude_web,1
Personalization AI Engineer,Personalization,,,claude_web,1
Portfolio AI Manager,Finance,,,claude_web,1
Power Efficiency AI Engineer,Hardware Optimization,,,claude_web,1
Prediction AI Engineer,Predictive Analytics,,,claude_web,1
Principal Agentic AI Architect,,,,expanded,1
Principal Agentic GenAI Forward-Deployed Context Architect,,,,expanded,1
Principal AI Architect,Architecture & Design,Principal,Enterprise System Design,expanded;gemini,2
Principal AI Engineer,Core Technical Engineering,Principal,Enterprise Systems,claude_web;expanded;gemini,3
Principal AI Product Manager,,,,expanded,1
Principal AI Strategy Consultant,,,,expanded,1
Privacy & AI Governance Analyst,,,,expanded,1
Privacy-Preserving AI Engineer,Privacy,,,claude_web,1
Probabilistic AI Engineer,Probabilistic Systems,,,claude_web,1
Prompt Engineer,Emerging Roles,,,claude_web;original,2
Property Valuation AI Engineer,Real Estate,,,claude_web,1
Quantitative AI Analyst,Data Science & Analytics,,,claude_web,1
Quantitative AI Engineer,Finance Domain,,,claude_web,1
Quantum AI Engineer,Specialized Technical,,,claude_web;original,2
Radiology AI Specialist,Healthcare,,,claude_web,1
RAG Engineer,Specialized Technical,,,claude_web;original,2
Ranking AI Engineer,Search Technology,,,claude_web,1
Real Estate AI Specialist,Real Estate,,,claude_web,1
Recommendation AI Engineer,Specialized Domains,,,claude_web,1
Recommendation System AI Engineer,Recommendation Systems,,,claude_web,1
Regulatory AI Specialist,Compliance,,,claude_web,1
Reinforcement Learning AI Engineer,Specialized Domains,,,claude_web,1
Renewable Energy AI Specialist,Energy Sector,,,claude_web,1
Responsible AI Engineer,Governance & Ethics,,,original,1
Responsible AI Lead,Governance & Ethics,Lead,Corporate Responsibility,claude_web;expanded;gemini,3
Responsible AI Officer,Governance & Ethics,,,original,1
Responsible AI Scientist,Governance/Safety/Ethics,,,claude_web;expanded,2
Responsible AI TPM,Product & Program Management,Senior,Ethics Lifecycle Management,gemini,1
Restaurant AI Manager,Hospitality,,,claude_web,1
Retail AI Engineer,E-commerce Domain,,,claude_web,1
Retrieval Augmented Generation AI Engineer,RAG Systems,,,claude_web,1
Risk Management AI Specialist,Finance,,,claude_web,1
RLHF Contributor,AI Training/Annotation,,,claude_web,1
Robotic Software R&D Engineer - AI,Core Technical Engineering,Senior,Autonomous Hardware,gemini,1
Robust AI Engineer,Robustness,,,claude_web,1
SAP AI Specialist,,,,expanded,1
Search AI Engineer,Search Technology,,,claude_web,1
Secure Multiparty Computation AI Engineer,Cryptography,,,claude_web,1
Semantic Web AI Specialist,Semantic Technologies,,,claude_web,1
Senior Agentic AI Engineer,,,,expanded,1
Senior AI Architect,,,,expanded,1
